,Topic,Words,Frequency,Timestamp
1241,42,"xm, sirius xm, sirius, satellite, live",3,2019-01-01
1242,43,"solar, pv, modules, pv modules, solar energy",3,2019-01-01
1243,44,"paper, companys, pulp, coated, products",3,2019-01-01
1244,45,"animal, animal health, products, health, food",1,2019-01-01
1245,46,"advisory, clients, managing directors, financial, class",2,2019-01-01
1246,48,"franchisees, franchise, snap, franchisee, tax receivable agreements",2,2019-01-01
1247,49,"clients, data, services, advertising, publishers",3,2019-01-01
1248,50,"farmer, farmer mac, mac, series participating preferred, series participating",2,2019-01-01
1249,51,"gldm, gold, gold bullion, bullion, custodian",3,2019-01-01
1250,52,"clients, marketing, media, telesat, agencies",2,2019-01-01
1251,54,"investment solutions, investment solutions services, solutions, solutions services, clients",1,2019-01-01
1252,55,"defined regulation company, regulation company required, company defined regulation, defined regulation, regulation company",4,2019-01-01
1253,56,"revise result new, revise result, update revise result, report caution risks, us important furthermore",2,2019-01-01
1254,57,"advertising, buyers, sellers, buyers sellers, digital",2,2019-01-01
1255,58,"drilling, oil, rigs, gas, drilling contracts",2,2019-01-01
1256,59,"marine, boat, marine products, dealers, products",3,2019-01-01
1257,60,"ngl energy, ngl, refers, silverthorne operating llc, silverthorne",1,2019-01-01
1258,61,"project, projects, contracts, contract, construction",2,2019-01-01
1259,62,"virco, furniture, raw, sales, costs",1,2019-01-01
1260,63,"insurance, global indemnity, indemnity group, indemnity group llc, global indemnity group",3,2019-01-01
1261,64,"bus, school, buses, school bus, school buses",1,2019-01-01
1262,65,"gaming, wynn, hpt, wynn resorts, fuel",3,2019-01-01
1263,66,"nee, fpl, nee fpl, nuclear, duke",2,2019-01-01
1264,67,"government, aerospace, aircraft, operations, businesses",2,2019-01-01
1265,68,"mortgage, loans, insurance, gses, mortgage insurance",3,2019-01-01
1266,69,"ships, cruise, cruises, caribbean, ship",1,2019-01-01
1267,70,"seer, hvacr, air conditioning, conditioning, air",1,2019-01-01
1268,72,"electric, gas, nstar, energy, psnh",4,2019-01-01
1269,73,"arconic, customers, products, equipment, material",2,2019-01-01
1270,74,"aso, spacecraft, satellite, space, satellites",1,2019-01-01
1271,75,"footwear, products, sales, ugg, athletic",3,2019-01-01
1272,76,"insurance, results operations liquidity, operations liquidity, financial, liquidity",3,2019-01-01
1273,77,"projects, energy, nep, project, assets",1,2019-01-01
1274,78,"printing, quad graphics, quad, graphics, company",2,2019-01-01
1275,79,"statements, report, report form, factorssome important cause, forth exhibit",2,2019-01-01
1276,80,"uranium, mining, mineral, nuclear, lost creek",1,2019-01-01
1277,81,"users, user, facebook, products services, mobile",3,2019-01-01
1278,82,"trust, underlying properties, oil, mv, mv partners",2,2019-01-01
1279,83,"title iv, education, educational, students, iv",1,2019-01-01
1280,84,"coal, mining, mine, epa, plants",1,2019-01-01
1281,86,"pharmacy, health, pharmaceutical, prescription, bulk sales",2,2019-01-01
1282,87,"statements made, statements, report relate events, annual report relate, contentspagepart",1,2019-01-01
1283,89,"rail, csx, company, kcs, railroad",1,2019-01-01
1284,91,"gsv, investment, investments, portfolio, gsv asset",1,2019-01-01
1285,92,"prc, china, hong, hong kong, kong",1,2019-01-01
1286,93,"pages, page, pages allowance loan, losses pages, forth corporations annual",1,2019-01-01
1287,94,"triferic, products, animal, health, dialysate",3,2019-01-01
1288,95,"home, products, home improvement, results, fiscal",2,2019-01-01
1289,98,"mobile, services, video, telephony, broadband",2,2019-01-01
1290,99,"salmon, aquadvantage, aquadvantage salmon, intrexon, genetically",2,2019-01-01
1291,101,"risks related industry10, related industry10, industry10, risks related, related",1,2019-01-01
1292,103,"assets, mortgage, rmbs, loans, interest",1,2019-01-01
1293,105,"trading, electronic trading, trading platform, electronic, electronic trading platform",1,2019-01-01
1294,107,"products, display, smart, stock, video eyewear",1,2019-01-01
1295,108,"alcohol, brands, beverage alcohol, spirits, beverage",1,2019-01-01
1296,109,"hawaii, real, real estate, estate, impact",2,2019-01-01
1297,110,"companys, si bancorp, portfolio, investment, si bancorp mhc",1,2019-01-01
1298,112,"covance, company, covance drug, covance drug development, laboratory",1,2019-01-01
1299,113,"salons, salon, franchisees, stylists, company",1,2019-01-01
1300,114,"wireless, products, hetnets, customers, stock",1,2019-01-01
1301,115,"stations, broadcasting, television, fcc, radio",1,2019-01-01
1302,117,"notes, senior credit facility, senior credit, senior, subsidiaries",1,2019-01-01
1303,120,"cannabis, dea, schedule, controlled substances, substances",1,2019-01-01
1304,121,"railcar, railcars, railcar components, wheels, components",1,2019-01-01
1305,122,"warehouses, merchandise, warehouse, members, operations",1,2019-01-01
1306,123,"cp conduit, cp, conduit warehouse, cp conduit warehouse, conduit warehouse facilities",1,2019-01-01
1307,124,"ntic, joint ventures, joint, ventures, trust",1,2019-01-01
1308,125,"wireless, sites, ccic, sprint, wireless infrastructure",5,2019-01-01
1309,126,"aquarefining, lead, aquarefined, aquarefined lead, veolia",1,2019-01-01
1310,127,"varex, solutions, solutions services, services, president",1,2019-01-01
1311,128,"seed, traits, collaborators, crop, alfalfa",1,2019-01-01
1312,130,"jewelry, moissanite, jewels, finished jewelry, moissanite jewels",1,2019-01-01
1313,132,"lazard, laz md holdings, laz md, md holdings, laz",1,2019-01-01
1314,-1,"financial, company, us, operations, products",260,2020-01-01
1315,0,"products, financial, us, results, customers",135,2020-01-01
1316,1,"product, clinical, candidates, product candidates, approval",86,2020-01-01
1317,2,"loans, bank, loan, financial, interest",34,2020-01-01
1318,3,"gas, oil, natural gas, natural, oil natural",27,2020-01-01
1319,4,"smaller reporting, smaller, smaller reporting company, reporting company, required provide information",28,2020-01-01
1320,5,"properties, reit, tenants, income, property",18,2020-01-01
1321,6,"vehicles, vehicle, automotive, operations, results",20,2020-01-01
1322,7,"mortgage, fannie, mae, fannie mae, loans",10,2020-01-01
1323,8,"tripadvisor, enable, operations, cash, inergy",12,2020-01-01
1324,9,"insurance, reinsurance, sirius group, financial, sirius",15,2020-01-01
1325,10,"hotels, hotel, reit, properties, us",11,2020-01-01
1326,11,"combination, initial, initial combination, warrants, target",8,2020-01-01
1327,12,"fund, funds, futures, vix, index",8,2020-01-01
1328,13,"medicare, care, health, services, medicaid",14,2020-01-01
1329,14,"restaurants, restaurant, food, franchisees, yum",8,2020-01-01
1330,15,"investment, investments, portfolio, securities, debt",5,2020-01-01
1331,16,"mineral, exploration, mining, kinross, properties",10,2020-01-01
1332,17,"wireless, services, tds, customers, products",7,2020-01-01
1333,18,"semiconductor, customers, products, manufacturing, test",5,2020-01-01
1334,19,"president, vice, vice president, ibm, company",5,2020-01-01
1335,20,"factorsinformation, factorsinformation response found, factorsinformation response, heading information incorporated, response found",2,2020-01-01
1336,21,"company defined rule, defined rule 12b, reporting company defined, rule 12b, 12b",5,2020-01-01
1337,22,"statements, report, annual report, form, annual report form",6,2020-01-01
1338,23,"company, fuel, freight, transportation, carriers",5,2020-01-01
1339,24,"government, contracts, nuclear, mii, contract",2,2020-01-01
1340,25,"southern, southern company, power, traditional operating, traditional",8,2020-01-01
1341,26,"acquisition, forbo, raw, raw materials, materials",1,2020-01-01
1342,27,"general partner, partner, unitholders, units, common units",3,2020-01-01
1343,28,"gold, trust, custodian, trustee, shares",3,2020-01-01
1344,29,"cable, service, services, fcc, video",3,2020-01-01
1345,31,"programming, stations, television, networks, programming networks",2,2020-01-01
1346,32,"aircraft, boeing, airline, notes, airlines",5,2020-01-01
1347,33,"water, wastewater, water supply, water wastewater, utility",1,2020-01-01
1348,34,"cotter, ncm, founding, ncm llc, founding members",3,2020-01-01
1349,35,"product, products, end customers, employees, future",3,2020-01-01
1350,36,", , , , ",3,2020-01-01
1351,37,"dnb, peoples, interest, loan, loans",4,2020-01-01
1352,38,"homes, home, homebuilding, land, mortgage",4,2020-01-01
1353,39,"uso, futures, uscf, oil, contracts",1,2020-01-01
1354,40,"ethanol, corn, distillers, distillers grains, grains",3,2020-01-01
1355,41,"timber, timberlands, zealand, new zealand, rayonier",1,2020-01-01
1356,42,"xm, sirius xm, sirius, gci, qvc",5,2020-01-01
1357,44,"rayonier, paper, pulp, operations, results",2,2020-01-01
1358,45,"pet, animal, products, nathan, veterinary",3,2020-01-01
1359,46,"jmp, jmp group, jmp group llc, investment, group llc",1,2020-01-01
1360,47,"food, costs, real estate development, estate development, fresh",2,2020-01-01
1361,48,"snap, franchisees, operations, operations cash flow, snap ons",2,2020-01-01
1362,49,"morgan, stanley, morgan stanley, stanleys, morgan stanleys",3,2020-01-01
1363,50,"farmer, farmer mac, mac, fertilizer, agricultural",3,2020-01-01
1364,51,"company, statements, real fortune, target company, fortune",2,2020-01-01
1365,52,"clients, marketing, ipg, telesat, agencies",1,2020-01-01
1366,53,"game, video game, video, stores, video game products",1,2020-01-01
1367,55,"regulation company required, defined regulation company, company defined regulation, defined regulation, regulation company",3,2020-01-01
1368,56,"revise result, update revise result, revise result new, upon statements except, annual report place",2,2020-01-01
1369,57,"advertising, displays, outdoor advertising, digital, outdoor",1,2020-01-01
1370,58,"drilling, rigs, rig, oil, offshore",2,2020-01-01
1371,59,"onewater, boat, marine, company, boats",5,2020-01-01
1372,60,"consumers, cms, energy, cms energy, energy consumers",1,2020-01-01
1373,61,"projects, project, contracts, construction, marine",1,2020-01-01
1374,62,"virco, furniture, company, products, sales",3,2020-01-01
1375,63,"insurance, brokerage, clients, irc section, operations",2,2020-01-01
1376,64,"bus, school, oncor, buses, efh corp",4,2020-01-01
1377,65,"gaming, casino, casinos, colorado, slot",1,2020-01-01
1378,66,"duke, duke energys, energys, duke energy, energy",1,2020-01-01
1379,67,"government, aerospace, contracts, costs, rocketdyne",1,2020-01-01
1380,68,"mortgage, insurance, mortgage insurance, loan, underwriting",2,2020-01-01
1381,70,"products, class common stock, class common, results, costs",2,2020-01-01
1382,71,"rod, wire rod, wire, construction, equipment",1,2020-01-01
1383,73,"arconic, material, operations, trimas, financial",3,2020-01-01
1384,74,"satellite, satellites, telesat, ss, intelsat",3,2020-01-01
1385,75,"footwear, companys, products, ugg, brand",3,2020-01-01
1386,76,"insurance, financial, statutory, financial condition, liquidity",2,2020-01-01
1387,77,"penny, penny stock, stock, energy, nep",1,2020-01-01
1388,78,"quad graphics, printing, graphics, quad, inkjet",3,2020-01-01
1389,79,"statements, form, report form, duty update, annual report form",3,2020-01-01
1390,80,"uranium, imaging, moly, extraction, mining",2,2020-01-01
1391,81,"users, user, seriously, snapchat, advertisers",1,2020-01-01
1392,83,"education, title iv, students, programs, title",1,2020-01-01
1393,84,"coal, mining, mine, metallurgical coal, metallurgical",1,2020-01-01
1394,85,"companys, company, companys stores, affect companys, stores",1,2020-01-01
1395,86,"pharmacy, prescription, operations, amerisourcebergen, changes",1,2020-01-01
1396,87,"statements made, statements, report relate events, annual report relate, report relate",1,2020-01-01
1397,88,"act company required, exchange act company, company defined rule, rule 12b exchange, 12b exchange",1,2020-01-01
1398,89,"kcs, rail, mexican, kcsm, kcs consolidated",1,2020-01-01
1399,90,"consultants, client, clients, executive search, search",1,2020-01-01
1400,92,"insurance, mortgage insurance, mortgage, prc, china",1,2020-01-01
1401,93,"discussion, analysis financial condition, analysis financial, discussion analysis, discussion analysis financial",5,2020-01-01
1402,94,"dietary, supplements, products, nutritional, dietary supplements",1,2020-01-01
1403,95,"home, fiscal, home depot, depot, financial",1,2020-01-01
1404,96,"dte, pipeline, gas, registrants, energy",1,2020-01-01
1405,97,"homebuilding, mortgage, profitability stock performance, stock performance ability, performance ability service",1,2020-01-01
1406,98,"services, mobile, video, telephony, network",4,2020-01-01
1407,99,"company, agricultural, products, acer, adversely",4,2020-01-01
1408,101,"factors24company, risks24risks, factors24company risks24risks relating, industry33, relating industry33",1,2020-01-01
1409,102,"tobacco, tobacco products, products, cigarette, newgen",1,2020-01-01
1410,104,"corporation, bank, sachs, group inc, financial",3,2020-01-01
1411,105,"trading, electronic trading, trading platform, electronic, platform",1,2020-01-01
1412,106,"oem, products, oem customers, operating results, customers",1,2020-01-01
1413,109,"real, bay, real estate, bay holdings, estate",1,2020-01-01
1414,110,"investment, solar capital, portfolio, solar capital partners, capital partners",2,2020-01-01
1415,111,"iron ore, iron, ore, steel, mining",1,2020-01-01
1416,113,"salons, salon, company, hair, stylists",1,2020-01-01
1417,115,"stations, fcc, television, broadcasting, advertising",1,2020-01-01
1418,117,"tenants, properties, insurance, debt, public charter",1,2020-01-01
1419,118,"dow, mobitec, products, customers, operations",4,2020-01-01
1420,119,"ctg, revenue, company, services, solutions",1,2020-01-01
1421,120,"cannabis, marijuana, cannabis industry, industry, stock",1,2020-01-01
1422,125,"wireless, sites, ccic, wireless infrastructure, sprint",1,2020-01-01
1423,126,"aquarefining, lead, operations, tric, clarios",2,2020-01-01
1424,130,"jewelry, moissanite, jewels, moissanite jewels, cree",1,2020-01-01
1425,131,"equipment, seismic, seismic equipment, lease pool, lease",1,2020-01-01
1426,132,"african rand, south african rand, rand, south african, african",1,2020-01-01
1427,-1,"company, financial, us, operations, products",308,2021-01-01
1428,0,"products, us, customers, financial, results",163,2021-01-01
1429,1,"product, clinical, candidates, product candidates, trials",102,2021-01-01
1430,2,"loans, bank, loan, financial, interest",44,2021-01-01
1431,3,"gas, oil, natural gas, natural, oil natural",25,2021-01-01
1432,4,"smaller reporting, smaller, smaller reporting company, reporting company, required provide information",30,2021-01-01
1433,5,"properties, reit, income, tenants, tax",22,2021-01-01
1434,6,"vehicle, vehicles, operations, automotive, financial",23,2021-01-01
1435,7,"mortgage, fannie, mae, loans, fannie mae",8,2021-01-01
1436,8,"combination, initial, initial combination, operations, stock",13,2021-01-01
1437,9,"insurance, reinsurance, financial, company, argo",12,2021-01-01
1438,10,"hotels, hotel, reit, travel, properties",10,2021-01-01
1439,11,"combination, initial, initial combination, warrants, target",50,2021-01-01
1440,12,"futures, fund, funds, vix, index",7,2021-01-01
1441,13,"adapthealth, medicare, care, health, medicaid",9,2021-01-01
1442,14,"restaurants, restaurant, food, franchisees, operations",10,2021-01-01
1443,15,"investment, portfolio, investments, adviser, investment adviser",6,2021-01-01
1444,16,"mining, exploration, mineral, gold, company",10,2021-01-01
1445,17,"wireless, uscellular, services, fcc, spectrum",9,2021-01-01
1446,18,"semiconductor, products, customers, manufacturing, operations",7,2021-01-01
1447,19,"president, vice, vice president, company, franchisees",4,2021-01-01
1448,20,"factorsinformation, factorsinformation response found, heading information incorporated, factorsinformation response, response found",7,2021-01-01
1449,21,"act required provide, company defined rule, defined rule 12b, reporting company defined, rule 12b",3,2021-01-01
1450,22,"statements, report, annual report, annual, update",5,2021-01-01
1451,23,"landstar, transportation, carriers, company, independent",1,2021-01-01
1452,24,"contracts, bwc, government, contract, operations",2,2021-01-01
1453,25,"southern, southern company, power, operating companies, traditional",2,2021-01-01
1454,26,"carbon black, carbon, black, products, operations",6,2021-01-01
1455,27,"unitholders, units, general partner, partner, common units",4,2021-01-01
1456,28,"gold, custodian, trust, ishares, silver",3,2021-01-01
1457,29,"charter, cable, video, services, programming",6,2021-01-01
1458,30,"steel, worthington, cylinders, segment, framing",2,2021-01-01
1459,31,"programming, television, stations, programming networks, networks",4,2021-01-01
1460,32,"boeing, aircraft, airline, contracts, costs",5,2021-01-01
1461,33,"water, jose water, jose water company, jose, water company",2,2021-01-01
1462,34,"imax, theater, companys, theater systems, ncm",2,2021-01-01
1463,35,"user, facebook, users, data, products",1,2021-01-01
1464,36,", , , , ",2,2021-01-01
1465,37,"dnb, loan lease, loan, interest, loans",1,2021-01-01
1466,38,"homes, land, home, residential consumer mortgage, consumer mortgage",2,2021-01-01
1467,39,"usl, futures, bno, uscf, contracts",2,2021-01-01
1468,40,"ethanol, fuel, corn, production, lng",4,2021-01-01
1469,41,"wood, floorcovering, carpet, timber, products",3,2021-01-01
1470,42,"xm, sirius xm, sirius, satellite, live",2,2021-01-01
1471,43,"solar, pv, microinverter, energy, modules",1,2021-01-01
1472,44,"pulp, paperboard, potlatch, paper, products",3,2021-01-01
1473,45,"animal, veterinary, animal health, products, nathan",3,2021-01-01
1474,46,"advisory, clients, evercore, managing directors, investment",2,2021-01-01
1475,47,"real estate development, estate development, water, real estate, estate",5,2021-01-01
1476,48,"snap, franchisees, on, snap on, tools",4,2021-01-01
1477,49,"clients, criteo, advertising, publishers, services",4,2021-01-01
1478,50,"farmer, farmer mac, stores, mac, agricultural",2,2021-01-01
1479,51,"investment funds, icahn, investment, icahn enterprises, cvr",2,2021-01-01
1480,52,"telesat, satellite, satellites, services, loral",2,2021-01-01
1481,53,"gear, games, game, gaming, products",3,2021-01-01
1482,54,"navient, navients, slm, financial, shares",3,2021-01-01
1483,55,"company defined regulation, defined regulation, defined regulation company, regulation company required, reporting company defined",5,2021-01-01
1484,57,"iac, match group, users, search, advertising",1,2021-01-01
1485,58,"drilling, rigs, oil, fiscal, percent",2,2021-01-01
1486,59,"boat, marine, boats, sea ray, dealer",1,2021-01-01
1487,60,"minnesota, minnesota power, energy, power, electric",1,2021-01-01
1488,61,"project, contracts, projects, contract, backlog",3,2021-01-01
1489,62,"furniture, virco, china, prc, sales",4,2021-01-01
1490,63,"global indemnity, indemnity group, indemnity group llc, insurance, global indemnity group",2,2021-01-01
1491,64,"bus, school, buses, school bus, operations",3,2021-01-01
1492,65,"gaming, casino, hpt, casinos, fuel",2,2021-01-01
1493,66,"southern, southern company, power, fpl, nee",1,2021-01-01
1494,69,"cruise, ships, cruises, guests, ship",2,2021-01-01
1495,70,"class common stock, class common, products, results, class",3,2021-01-01
1496,71,"pipe, equipment, infiltrator, infiltrator water, drainage",3,2021-01-01
1497,72,"power, electric, energy, voltage, nstar",1,2021-01-01
1498,74,"satellite, satellites, echostar, services, fcc",2,2021-01-01
1499,75,"footwear, athletic, merchandise, athletic footwear, stores",1,2021-01-01
1500,77,"energy, nep, fuel, power, fuel cell",2,2021-01-01
1501,78,"printer, inkjet, printers, ink, fiery",3,2021-01-01
1502,79,"statements, report form, annual report form, annual report, form",4,2021-01-01
1503,80,"uranium, mining, nuclear, mineral, pfic",2,2021-01-01
1504,81,"users, user, products services, advertisers, mobile",2,2021-01-01
1505,82,"trust, underlying properties, underlying, properties, voc",2,2021-01-01
1506,83,"title iv, students, iv, title, kaplan",3,2021-01-01
1507,84,"coal, mining, mine, mining operations, operations",3,2021-01-01
1508,85,"company, nrg, laclede, laclede gas, company ability",2,2021-01-01
1509,86,"pharmacy, pbm, pharmacies, prescription, retail",2,2021-01-01
1510,87,"statements, undertaken update statements, time consider carefully, statements undertaken update, carefully discussed evaluating",1,2021-01-01
1511,88,"report described company, company filings exchange, exchange act part, described company filings, elsewhere report described",3,2021-01-01
1512,89,"kcs, rail, mexican, kcsm, kcs consolidated financial",2,2021-01-01
1513,91,"gsv, gsv asset, gsv asset management, asset, investment",1,2021-01-01
1514,92,"prc, china, hong, hong kong, kong",1,2021-01-01
1515,94,"products, dietary, supplements, oxide, nutritional",2,2021-01-01
1516,96,"dte, registrants, gas, energy, dte energy",3,2021-01-01
1517,97,"homes, homebuilding, land, home, mortgage",3,2021-01-01
1518,98,"services, mobile, video, telephony, broadband",3,2021-01-01
1519,99,"company, agricultural, adversely affect company, affect company, company operating results",2,2021-01-01
1520,100,"grainger, eggs, products, egg, co manufacturers",3,2021-01-01
1521,102,"tobacco, tobacco products, cigarette, products, cigarettes",5,2021-01-01
1522,103,"acm, income, assets, reit, interest",1,2021-01-01
1523,104,"corporation, financial, frank, corporation financial, corporation financial condition",1,2021-01-01
1524,105,"electronic trading, trading, trading platform, broker, electronic",1,2021-01-01
1525,107,"maiden, reinsurance, maiden reinsurance, amtrust, bermuda",3,2021-01-01
1526,108,"spirits, brands, alcohol, wine, distilled",1,2021-01-01
1527,111,"steel, iron, iron ore, ore, scrap",1,2021-01-01
1528,112,"laboratory, company, testing, laboratories, cdd",3,2021-01-01
1529,113,"products corporation, company, revlon, corporation, products",1,2021-01-01
1530,114,"wireless, products, hetnets, customers, results",1,2021-01-01
1531,117,"insurance, increase, rates, credit, financial",1,2021-01-01
1532,118,"products, merger, material, operations, information",2,2021-01-01
1533,120,"cannabis, medical cannabis, hemp, medical, products",4,2021-01-01
1534,121,"railcar, railcars, operations, products, highway products",1,2021-01-01
1535,124,"swiss, swiss francs, francs, trust, depository",1,2021-01-01
1536,125,"sites, wireless, ccic, tenant, towers",3,2021-01-01
1537,126,"fep, de conversion, de, conversion, fluoride",1,2021-01-01
1538,127,"varex, varian, dish, dish network, satellite",2,2021-01-01
1539,128,"seed, stevia, alfalfa, alfalfa seed, growers",1,2021-01-01
1540,129,"wine, wines, vwe, winery, vineyards",3,2021-01-01
1541,131,"equipment, seismic, seismic equipment, lease pool, lease",3,2021-01-01
